tokenized_text,relevances,true label,predicted label
"['group', 'to', 'propose', 'new', 'high-speed', 'wireless', 'format', 'los', 'angeles', 'reuters', 'a', 'group', 'of', 'technology', 'companies', 'including', 'texas', 'instruments', 'inc', 'lt', 'txn', 'n', 'gt', 'stmicroelectronics', 'lt', 'stm', 'pa', 'gt', 'and', 'broadcom', 'corp', 'lt', 'brcm', 'o', 'gt', 'on', 'thursday', 'said', 'they', 'will', 'propose', 'a', 'new', 'wireless', 'networking', 'standard', 'up', 'to', '10', 'times', 'the', 'speed', 'of', 'the', 'current', 'generation']","[0.007135183646703698, 0.00221304490369444, 0.0019293441170193837, 0.0008798454412910809, 0.004079333327978401, 0.003051993727884377, 0.004744895475157847, 0.0, 0.0, 0.046986049972316306, 0.0033628443399563866, 0.0018384365257307362, 0.0, 0.001366204425260012, 0.0010931884479898951, 0.0012958462366711159, 0.0, 0.0006588409782747392, 0.0015980164057984, 0.0014529120730475, 0.0013441201777769159, 0.0015936384057989171, 0.0020528403565307283, 0.0012749364140770597, 0.0015585168922601323, 0.002709533680462357, 0.0008368601125555695, 0.0024740388020894517, 0.0015049783396273095, 0.0017054945070186659, 0.0014011842420216345, 0.0018047070311665156, 0.0007471624246644123, 0.0019510596908854066, 0.0007933113982400096, 0.0023605860324854054, 0.0015713540252145994, 0.0007125392975884465, 0.000350705566602493, 0.00042267501931620154, 0.002093035922167357, 9.83699266846868e-05, 0.0008158963582267141, 0.0028490828627066866, 0.0022811396975214436, 0.001717758647542293, 0.0008459944309856293, 0.0, 0.0002966325912831355, 0.0002615565833950243, 0.0, 0.0011283130370309824, 0.0, 0.0005468827447060055, 0.0022017157905033736, 0.0]",3,3
"['apple', 'launches', 'graphics', 'software', 'video', 'bundle', 'los', 'angeles', 'reuters', 'apple', 'computer', 'inc', 'lt', 'aapl', 'o', 'gt', 'on', 'tuesday', 'began', 'shipping', 'a', 'new', 'program', 'designed', 'to', 'let', 'users', 'create', 'real-time', 'motion', 'graphics', 'and', 'unveiled', 'a', 'discount', 'video-editing', 'software', 'bundle', 'featuring', 'its', 'flagship', 'final', 'cut', 'pro', 'software']","[0.0006186838118411447, 0.000576386165930926, 0.00035914571542019884, 0.0005055407632729529, 0.0003870054605156511, 0.0005063393243027881, 0.0, 0.0, 0.009387181615195998, 0.0012221100989135859, 0.002629848785082575, 0.0011144274057961175, 0.00014125296629228137, 0.0007348999967851524, 0.0016718072639551236, 0.0006688432492839005, 0.0006649665026839595, 0.000725823331802423, 0.0012412405015735704, 0.0003945551098227644, 0.00010010801335256734, 0.0003805748147649384, 0.0006340972166599102, 0.00032158203987332865, 0.0, 0.0, 0.00016133892835134373, 0.00012010141249954516, 0.00022212539407638385, 0.00023616477982789963, 0.00021743083398948534, 0.00034049229267044026, 0.0006830133979578387, 8.931996562959345e-05, 7.797689651327246e-05, 0.0003140401135630732, 0.000245408405124935, 0.00153863649962908, 0.00025243694536110996, 4.462357301743644e-05, 0.000274034434376566, 0.00030668932652541756, 0.00011968534769366291, 0.0005403897604115008, 0.0]",3,3
"['dutch', 'retailer', 'beats', 'apple', 'to', 'local', 'download', 'market', 'amsterdam', 'reuters', 'free', 'record', 'shop', 'a', 'dutch', 'music', 'retail', 'chain', 'beat', 'apple', 'computer', 'inc', 'to', 'market', 'on', 'tuesday', 'with', 'the', 'launch', 'of', 'a', 'new', 'download', 'service', 'in', ""europe's"", 'latest', 'battleground', 'for', 'digital', 'song', 'services']","[0.000711223971602849, 0.0027535775762836177, 0.0024653709164845056, 0.0027769473127815638, 3.3382006880163456e-06, 0.0008714724208209761, 0.0012258767193445634, 0.0005554337677342692, 0.004488257388962755, 0.012541865541690771, 0.0014394899293637571, 0.0015775403477742947, 0.0033181040485993803, 0.001108750309689905, 0.0007962498143298834, 0.0006379596297662665, 0.0010918426390354552, 0.002671256331491585, 0.0012152134570659746, 0.0008353366186106958, 0.0026039364318668663, 0.0006474374260280759, 0.0014529457545255948, 0.001779306729569866, 0.0009333066765250062, 0.0005731702551580943, 0.0006168463866716556, 6.196000059071365e-05, 0.0002673358600670283, 0.0, 0.0003859010966849953, 0.00027409506104764423, 0.0008594008478899256, 0.00046477323016453324, 0.00043539144462506185, 0.00019636755886110195, 0.00032671265539683175, 0.0003093012897096782, 0.0006200385836167602, 0.0004046546006164752, 0.0002057802439117918, 0.0]",3,3
"['super', 'ant', 'colony', 'hits', 'australia', 'a', 'giant', '100km', 'colony', 'of', 'ants', 'which', 'has', 'been', 'discovered', 'in', 'melbourne', 'australia', 'could', 'threaten', 'local', 'insect', 'species']","[0.046100432675248944, 0.022883674440518906, 0.11644970531600154, 0.016231540359524198, 0.011618247963888512, 0.02726993630140329, 0.01587306900118014, 0.03824732421246288, 0.008944292712031569, 0.004746354312216728, 0.027946016257644677, 0.009411330684909203, 0.00827470560319054, 0.0, 0.03510006219811048, 0.002569207104412412, 0.006771338353654195, 0.015889658174433986, 0.02300597917759922, 0.026830459216528536, 0.01905040170105108, 0.02256880468121972, 0.006998190485916021]",3,3
"['socialites', 'unite', 'dolphin', 'groups', 'dolphin', 'groups', 'or', 'pods', 'rely', 'on', 'socialites', 'to', 'keep', 'them', 'from', 'collapsing', 'scientists', 'claim']","[0.014847711267934792, 0.017840488622348688, 0.010865833603384408, 0.019039192000571567, 0.03045350145317714, 0.0, 0.031235013830496056, 0.008817296792900763, 0.009530815991690384, 0.0, 0.011770694807497664, 0.0019474763231774332, 0.007112139570233508, 0.010672264814749099, 0.0, 0.018090187294997413, 0.019821597709485102, 0.0]",3,3
"['teenage', 't', ""rex's"", 'monster', 'growth', 'tyrannosaurus', 'rex', 'achieved', 'its', 'massive', 'size', 'due', 'to', 'an', 'enormous', 'growth', 'spurt', 'during', 'its', 'adolescent', 'years']","[0.012489343230417277, 0.013293449616759677, 0.0005814523076802347, 0.004432208774474607, 0.021504025299136843, 0.01554227958621955, 0.00444151730289841, 0.017579459889664382, 0.010717100335859375, 0.004770248615262826, 0.007949704515780137, 0.0034091596615636374, 0.0, 0.005992491313744167, 0.0035653707178676104, 0.0, 0.002896159998932459, 0.0024511782026737624, 0.000941029838237079, 0.005290370398010105, 0.00027956360826018943]",3,3
"['scientists', 'discover', 'ganymede', 'has', 'a', 'lumpy', 'interior', 'jet', 'propulsion', 'lab', 'scientists', 'have', 'discovered', 'irregular', 'lumps', 'beneath', 'the', 'icy', 'surface', 'of', ""jupiter's"", 'largest', 'moon', 'ganymede', 'these', 'irregular', 'masses', 'may', 'be', 'rock', 'formations', 'supported', 'by', ""ganymede's"", 'icy', 'shell', 'for', 'billions', 'of', 'years']","[0.00022765985644201449, 0.0006313875308787478, 0.001988875168909017, 0.0003254074852235786, 0.0002862438254722252, 0.0009708819970731753, 0.0001926810478290005, 0.0005345463752746582, 0.0006991882550050841, 0.0004086168556794829, 0.0009105789118665601, 0.0, 0.00022783223400912964, 9.438976432589809e-05, 1.5610456466674803e-05, 9.008666906212271e-05, 0.0, 0.00013893112223431345, 2.2131968712862715e-05, 0.00020443591091930954, 0.0, 0.0001856052784572428, 0.00011283805104919557, 0.0, 0.0005809770901772362, 0.00016576888267085278, 0.00038515785062270217, 0.0004308006503563774, 0.00016484841202274165, 0.00034714367142417, 0.0005141196862229555, 0.00030582149555026, 0.0001470594734258221, 0.0, 0.0005007228814915158, 0.0001611390344304618, 6.387087128037377e-05, 4.715255470652778e-05, 0.0, 0.0002661968098136862]",3,3
"['mars', 'rovers', 'relay', 'images', 'through', 'mars', 'express', 'european', 'space', 'agency', 'esas', 'mars', 'express', 'has', 'relayed', 'pictures', 'from', 'one', 'of', ""nasa's"", 'mars', 'rovers', 'for', 'the', 'first', 'time', 'as', 'part', 'of', 'a', 'set', 'of', 'interplanetary', 'networking', 'demonstrations', 'the', 'demonstrations', 'pave', 'the', 'way', 'for', 'future', 'mars', 'missions', 'to', 'draw', 'on', 'joint', 'interplanetary', 'networking', 'capabilities']","[0.00011937859790667736, 6.79656197595188e-05, 0.0017256749145368104, 0.001284105722582716, 0.0010455808930904384, 0.000320007193518849, 0.0007608456259928233, 0.0005656867433938744, 0.0, 0.00026048855896894363, 0.002310923556953671, 0.0, 0.0, 0.0006992534115223112, 0.0008907262532187465, 0.0001449783406748366, 0.00039373412385046945, 0.0008877070243994109, 0.0, 4.393274891777154e-05, 0.00012922538644327786, 0.0007012961379725772, 0.0, 0.0, 0.00013476915341748043, 0.0, 0.0004306171893929291, 0.0, 0.0, 0.0, 0.0003587277764805898, 0.0, 0.0010306483994259642, 0.0010092647266251023, 0.0010944536462093172, 0.0013527687818190076, 0.0009914638298658288, 0.0002730231032192797, 2.5282590467252004e-05, 0.0, 0.0, 0.0003880782736094993, 0.0007520317276391267, 0.0002724743648862783, 0.0005127293650066137, 0.00035362352238941727, 0.00018865845335964263, 0.00037156834101271233, 0.0009596200376089556, 0.00027657654657657524, 0.0]",3,3
"['rocking', 'the', 'cradle', 'of', 'life', 'when', 'did', 'life', 'begin', 'one', 'evidential', 'clue', 'stems', 'from', 'the', 'fossil', 'records', 'in', 'western', 'australia', 'although', 'whether', 'these', 'layered', 'sediments', 'are', 'biological', 'or', 'chemical', 'has', 'spawned', 'a', 'spirited', 'debate', 'oxford', 'researcher', 'nicola', 'mcloughlin', 'describes', 'some', 'of', 'the', 'issues', 'in', 'contention']","[0.004659591343654732, 0.0021241511718252996, 0.006950124511352206, 0.0018532878351428127, 0.005058346446416069, 0.001922949293429851, 0.003134595751598874, 0.01726614277883306, 0.0, 0.0033678385920741754, 0.004955073096039703, 0.0014642417743225473, 0.0014369254916164807, 0.0, 0.0022595864352889117, 0.020625505530506214, 0.004812682374423129, 0.001189351688078798, 0.0036183702345091505, 0.003399461053557846, 0.0017354181092186743, 0.0005650653619750232, 0.0003121862744866018, 0.0028519747293572766, 0.006478467635794526, 0.0014430187437479152, 0.0029015269429682436, 0.0, 0.0033182258589501967, 0.0035735486062950894, 0.004168988372135026, 0.000987187258591398, 0.002706114889094076, 0.0009345357022268836, 0.002691401141471526, 0.005038801076789535, 0.0016558427342281252, 0.0029252817999088016, 0.0025248012102264076, 0.0004610423411794061, 0.0, 0.0006698977028121519, 0.0030625172487342444, 0.0012206539857180228, 0.002022875482899773]",3,3
"['storage', 'servers', 'bruise', 'hp', 'earnings', 'update', 'earnings', 'per', 'share', 'rise', 'compared', 'with', 'a', 'year', 'ago', 'but', 'company', 'misses', ""analysts'expectations"", 'by', 'a', 'long', 'shot']","[0.03724104911745582, 0.05188471790363102, 0.18612251345592745, 0.2201410585021074, 0.26859356883229074, 0.3686098893966931, 0.04203744632479519, 0.060320176694127633, 0.05615169320695345, 0.19603947768861774, 0.04965625809643841, 0.004442358289149919, 0.002886717167424132, 0.02481561442103016, 0.2433924641370472, 0.1417151018102952, 0.014040806709912236, 0.021945669996298583, 0.07434109459840713, 0.09870017233936489, 0.0061691418993979385, 0.03108784600025687, 0.004750559161160287]",3,3
"['ibm', 'to', 'hire', 'even', 'more', 'new', 'workers', 'by', 'the', 'end', 'of', 'the', 'year', 'the', 'computing', 'giant', 'plans', 'to', 'have', 'its', 'biggest', 'headcount', 'since', '1991']","[0.05294198093062995, 0.021354222019383765, 0.031902455170561735, 0.023292422615946915, 0.0, 0.05529012493723991, 0.04747181534867068, 0.012492691846244554, 0.0, 0.0, 0.0, 0.011270394951167897, 0.04396065752737872, 0.18106330107819782, 0.05958849729095034, 0.03571617115801063, 0.04850790939127528, 0.0, 0.027113721510481765, 0.0034792223445743024, 0.021732933145241332, 0.04192616633277253, 0.1692679198621505, 0.0]",3,3
"[""sun's"", 'looking', 'glass', 'provides', '3d', 'view', 'developers', 'get', 'early', 'code', 'for', 'new', 'operating', 'system', ""skin'still"", 'being', 'crafted']","[0.003830732283808259, 0.0025035561778128804, 0.004548166029262645, 0.012952964920515233, 0.0008886963017303178, 0.003389877085260886, 0.000727015919020105, 0.0002668491164092107, 0.004931425466617096, 0.0028007886797817415, 0.006991735117628719, 0.0027903508649430035, 0.0, 0.0007481524425965279, 0.002166842449581958, 0.0004995761327077445, 0.0011369162802533739]",3,3
"['ibm', 'chips', 'may', 'someday', 'heal', 'themselves', 'new', 'technology', 'applies', 'electrical', 'fuses', 'to', 'help', 'identify', 'and', 'repair', 'faults']","[0.011530579358462849, 0.0026968260833741963, 0.0011205305836127543, 0.0016770083597619223, 0.0007985953091695407, 0.002623267700858012, 0.004770718543105622, 0.0019114434131626843, 0.0014745366317552209, 0.0004985985968126879, 0.0003119239348289977, 0.0006115294136183395, 0.0001859811092912143, 0.00041262084559244566, 1.3053417205810547e-05, 0.00028577461965627045, 0.0]",3,3
"['some', 'people', 'not', 'eligible', 'to', 'get', 'in', 'on', 'google', 'ipo', 'google', 'has', 'billed', 'its', 'ipo', 'as', 'a', 'way', 'for', 'everyday', 'people', 'to', 'get', 'in', 'on', 'the', 'process', 'denying', 'wall', 'street', 'the', 'usual', 'stranglehold', ""it's"", 'had', 'on', 'ipos', 'public', 'bidding', 'a', 'minimum', 'of', 'just', 'five', 'shares', 'an', 'open', 'process', 'with', '28', 'underwriters', 'all', 'this', 'pointed', 'to', 'a', 'new', 'level', 'of', 'public', 'participation', 'but', 'this', ""isn't"", 'the', 'case']","[0.053551686627153545, 0.02284621939531477, 0.0, 0.020702988266432017, 0.0, 0.0005056839074285786, 0.016445579546142095, 0.023956191674066867, 0.008344340606603428, 0.1246559770408738, 5.5545733563579676e-05, 0.08097072261221548, 0.03852032023610083, 0.033322928345237514, 0.03660938382421176, 0.0, 0.0, 0.013065015806875543, 0.0, 0.015615164811860982, 0.0038142451765609616, 0.0, 0.0, 0.0019614603882390914, 0.005153046682820432, 0.013219958216824059, 0.03409305830089124, 0.054517027304456095, 0.06413389035376091, 0.015759207377075, 0.0, 0.02959350876336559, 0.02975373232150263, 0.02206971809943506, 0.024859235926453574, 0.0207393907403064, 0.040455338506915295, 0.05892479638058117, 0.040826804958930756, 0.012599677984148005, 0.010818588139655102, 0.0, 0.0407810098337481, 0.022102286610175378, 0.02514074838671821, 0.01645207289855716, 0.059474025248776534, 0.055090768004341664, 0.03625416731168771, 0.041103369674254056, 0.06752171580637487, 0.1202244901380042, 0.023062974285624812, 0.0, 0.009993245119787877, 0.0010810527542194986, 0.003726083045069011, 0.018446904821855604, 0.0, 0.03965148749951352, 0.03164558542256354, 0.08792135010198668, 0.009393919630358107, 0.01922415229928529, 0.0, 0.008587815502354487]",3,2
"['rivals', 'try', 'to', 'turn', 'tables', 'on', 'charles', 'schwab', 'by', 'michael', 'liedtke', 'san', 'francisco', 'ap', 'with', 'its', 'low', 'prices', 'and', 'iconoclastic', 'attitude', 'discount', 'stock', 'broker', 'charles', 'schwab', 'corp', 'sch', 'represented', 'an', 'annoying', 'stone', 'in', 'wall', ""street's"", 'wing-tipped', 'shoes', 'for', 'decades']","[0.0003645754869298112, 0.00016441137374437954, 1.4499546491143162e-05, 2.300336702295034e-05, 0.00012508689874743664, 5.5479089312830354e-05, 0.0, 0.00011111432889921965, 0.00012812626391867579, 6.463733656638884e-05, 0.0002916729839798571, 0.0, 0.0002447659362600497, 0.00014766576129615432, 0.0003411714310194702, 0.00011799010341333531, 3.076013018165288e-05, 0.002046537486211456, 2.127531400469287e-05, 0.0001923358850077836, 0.0005217233804835484, 0.000250060676233436, 0.004877962604777156, 0.0002552267059170337, 7.517873236208882e-05, 9.522314133478862e-05, 0.00043063249041057924, 0.0002017129525792393, 0.00023243056808683175, 3.1110838263361664e-05, 0.0001228116324848667, 0.00033993308610013803, 8.431317379111993e-05, 0.00031960216758261314, 4.1921299733949074e-05, 0.00013845452963280754, 0.0002320080161940004, 0.0, 9.436053066288536e-05]",3,2
"['news', 'sluggish', 'movement', 'on', 'power', 'grid', 'cyber', 'security', 'industry', 'cyber', 'security', 'standards', 'fail', 'to', 'reach', 'some', 'of', 'the', 'most', 'vulnerable', 'components', 'of', 'the', 'power', 'grid']","[0.004221074882082592, 0.0020395603897021652, 0.00294991758467148, 0.0009140438969110585, 0.0008786188731186115, 0.0020587191951169743, 0.0012451132968570899, 0.001597548302085063, 0.00196530187437669, 0.001332912026808153, 0.0003469920024929444, 0.000917790439543255, 0.0009570068528604202, 0.0, 0.0005315594247741341, 0.00034290463399884615, 0.0, 0.0, 0.0003054004252826408, 0.0006860114411441826, 0.0002603357648539522, 0.00042977193985974544, 0.0, 0.0001449244054610314, 0.0]",3,3
"['giddy', 'phelps', 'touches', 'gold', 'for', 'first', 'time', 'michael', 'phelps', 'won', 'the', 'gold', 'medal', 'in', 'the', '400', 'individual', 'medley', 'and', 'set', 'a', 'world', 'record', 'in', 'a', 'time', 'of', '4', 'minutes', '8', '26', 'seconds']","[0.0, 0.002576316766257795, 0.0012612021120668587, 0.004638642291464505, 0.001208035157916376, 0.0004940632387349987, 0.001073933454926358, 0.00035628280084468964, 0.0010179883972250298, 0.0006992261331892649, 0.00019098662509570754, 0.00023539416432447966, 0.0, 0.0, 4.942126732522877e-05, 0.0016350554771979117, 0.0015702769618697794, 0.0, 0.0011853719929393299, 0.0013859116180305253, 0.0009226359334463945, 0.000462712525234095, 0.00013568929847892081, 0.00022551065809018649, 0.0, 0.0, 0.0, 0.00013340987069711675, 0.0002979794578735072, 0.0003673712412784905, 0.0018894664740293473, 0.0015545434865184705]",1,1
"['tougher', 'rules', ""won't"", 'soften', ""law's"", 'game', 'foxborough', 'looking', 'at', 'his', 'ridiculously', 'developed', 'upper', 'body', 'with', 'huge', 'biceps', 'and', 'hardly', 'an', 'ounce', 'of', 'fat', ""it's"", 'easy', 'to', 'see', 'why', 'ty', 'law', 'arguably', 'the', 'best', 'cornerback', 'in', 'football', 'chooses', 'physical', 'play', 'over', 'finesse', ""that's"", 'not', 'to', 'imply', 'that', ""he's"", 'lacking', 'a', 'finesse', 'component', 'because', 'he', 'can', 'shut', 'down', 'his', 'side', 'of', 'the', 'field', 'much', 'as', 'deion', 'sanders']","[0.00019538015190013908, 0.0002609089014186303, 0.0003713655378933246, 0.0004281826242894168, 2.6527709627458556e-05, 0.00019941947460028414, 0.00027716446405613146, 0.0002806454468399411, 0.0001445304324165531, 0.00013675527339052475, 8.681849140855085e-05, 0.0002410824966800894, 0.00020493054262044934, 0.00019501172702890708, 0.0003865110389936168, 7.697916517490145e-05, 0.00021865317213229466, 0.00023905566794084376, 5.8504239312002236e-05, 0.0, 6.068684373825218e-05, 0.0, 0.00013669859313214706, 0.00016871732351002915, 0.00018564551220934887, 0.0, 8.278178545471894e-05, 8.328459270085308e-05, 0.0005027612075499341, 0.00018776544502146597, 0.0001896353754642728, 0.0, 8.3897878631652e-05, 0.0003479162633899193, 1.2111676855238793e-05, 0.0003445367358377054, 0.00039354475070659613, 0.00018729542930909405, 0.00023860827761290485, 9.43237517140177e-05, 0.0004370820579009239, 0.00021530405961251565, 0.0002215682086533189, 5.646351645468366e-05, 0.0001737025386154257, 0.0, 0.00021973118270247568, 0.00017266769928140252, 5.919614269478336e-05, 9.795350078967325e-05, 8.172306180577354e-05, 0.0002892132200190345, 0.0001756099794937388, 0.00042003324128741176, 0.00020704124709773432, 4.294071396893506e-05, 8.38372685231822e-05, 0.00014220058121834354, 2.0563602447509766e-06, 0.0, 0.0002420878281095543, 0.00015994659000675193, 0.0, 0.00028194975652616916, 0.0]",1,1
"['shoppach', ""doesn't"", 'appear', 'ready', 'to', 'hit', 'the', 'next', 'level', 'with', 'the', 'weeks', 'dwindling', 'until', 'jason', 'varitek', 'enters', 'free', 'agency', 'the', 'red', 'sox', 'continue', 'to', 'carefully', 'monitor', 'kelly', 'shoppach', 'their', 'catcher', 'of', 'the', 'future', 'in', 'his', 'climb', 'toward', 'the', 'majors', 'the', 'sox', 'like', 'most', 'of', 'what', 'they', 'have', 'seen', 'at', 'triple', 'a', 'pawtucket', 'from', 'shoppach', 'though', 'it', 'remains', 'highly', 'uncertain', 'whether', 'he', 'can', 'make', 'the', 'adjustments', 'at', 'the', 'plate']","[1.6020401572388107e-05, 8.60790864484286e-06, 1.433779113140341e-05, 6.849858617468776e-05, 0.0, 1.1503135210939113e-05, 2.608599773564596e-06, 1.618172908965631e-05, 2.274265399094451e-05, 2.2203423466479636e-05, 3.033617587770204e-05, 1.764891641824015e-05, 3.332649148363053e-05, 0.0002493238023084097, 1.5480476322879506e-05, 2.897902937400481e-05, 1.8012195798486507e-05, 4.568561556434645e-06, 1.649884620470422e-05, 2.5849656609767598e-05, 2.976033113509071e-06, 0.0, 2.5424021880237764e-05, 0.0, 0.0024213025281588406, 1.4915441452131945e-05, 1.929203873846146e-05, 1.2340448820679868e-05, 1.826620880537265e-05, 2.7463871364631323e-05, 1.4943489381917449e-05, 1.0806354791334966e-06, 1.920605326944967e-05, 0.00010003097839013817, 1.4664936030840206e-05, 1.5761068200242363e-05, 8.30508590136706e-06, 1.7760939558035685e-06, 3.723468128244443e-05, 0.0, 3.499888269186354e-05, 4.2807410612291685e-05, 0.0001782283018965894, 9.212149975583568e-06, 7.512145526650451e-06, 2.0401948125655683e-06, 1.1769297297493525e-06, 3.0599050706790874e-05, 2.3168313071514757e-05, 3.785006229678593e-05, 1.2871331498986103e-05, 3.4372127871326634e-05, 5.163874290726665e-05, 5.361123033373156e-05, 6.360825016400352e-05, 2.456813706812124e-05, 1.1991523622701175e-05, 0.0002483573028135431, 5.350653715155241e-05, 5.235711564464794e-06, 0.0, 7.89818296852452e-06, 1.0970605088509225e-05, 5.274543708577167e-06, 9.842447570986534e-06, 1.192508813701405e-05, 1.3873705747996178e-06, 3.3601704017754825e-06]",1,1
"['mighty', 'ortiz', 'makes', 'sure', 'sox', 'can', 'rest', 'easy', 'just', 'imagine', 'what', 'david', 'ortiz', 'could', 'do', 'on', 'a', 'good', ""night's"", 'rest', 'ortiz', 'spent', 'the', 'night', 'before', 'last', 'with', 'his', 'baby', 'boy', ""d'angelo"", 'who', 'is', 'barely', '1', 'month', 'old', 'he', 'had', 'planned', 'on', 'attending', 'the', 'red', ""sox'family"", 'day', 'at', 'fenway', 'park', 'yesterday', 'morning', 'but', 'he', 'had', 'to', 'sleep', 'in', 'after', 'all', 'ortiz', 'had', 'a', 'son', 'at', 'home', 'and', 'he']","[6.622904570134993e-06, 0.0003719015626173038, 0.0001163766290248886, 3.509282149933028e-05, 5.9334899859461154e-05, 4.252662456615635e-05, 3.43461414783649e-05, 7.661646627648567e-05, 6.416504825219005e-05, 9.779864712564842e-05, 0.0, 0.00010691650662613355, 0.0, 1.20580294592216e-05, 4.3852719631384105e-05, 4.5426093091895976e-05, 6.21078498491772e-05, 2.6357398945047057e-05, 3.617973619275517e-05, 5.6005444471069545e-05, 0.00021068838071577588, 6.210150464268507e-05, 1.3438397641501699e-05, 7.03040022371159e-05, 4.407763481140137e-05, 0.0001341013549292712, 5.356038961213382e-05, 3.077128578212971e-05, 6.3139101522753e-05, 7.120276784329424e-05, 5.439314403619795e-05, 2.6881905956900345e-05, 1.7395572433970419e-06, 4.981171036665133e-05, 1.1323548992739362e-05, 5.8844487450609856e-06, 5.281643759526425e-05, 6.485365554380058e-05, 4.6121083359012965e-05, 5.866700448102775e-05, 7.948514972468784e-06, 5.627286157915975e-05, 0.0, 6.149960946991852e-05, 5.902707504894084e-05, 9.943848769065193e-05, 1.1151007970493857e-05, 9.085125117277593e-05, 0.0, 1.3221328962872006e-05, 7.399303050592539e-05, 5.170654803719902e-05, 3.4282767840222483e-05, 3.825250922220865e-05, 1.1769297297493525e-06, 3.715489576575203e-05, 5.730595003332413e-05, 3.2956724891738514e-05, 1.313881552847459e-05, 0.00012791856118252523, 2.8449296951293946e-05, 7.459643015560787e-05, 5.706902025150805e-05, 3.928949141661355e-05, 6.507712592691375e-05, 9.705312628991355e-05, 8.251991149723202e-05]",1,1
"[""they've"", 'caught', 'his', 'eye', 'in', 'quot', 'helping', 'themselves', 'quot', 'ricky', 'bryant', 'chas', 'gessner', 'michael', 'jennings', 'and', 'david', 'patten', 'did', 'nothing', 'friday', 'night', 'to', 'make', 'bill', ""belichick's"", 'decision', 'on', 'what', 'to', 'do', 'with', 'his', 'receivers', 'any', 'easier']","[2.0341588820790907e-05, 3.8389998081206354e-06, 8.324990690980903e-06, 2.2949725178721136e-05, 2.0061449690105255e-05, 2.903404836718128e-05, 2.137438370465997e-05, 2.02441741371263e-05, 1.876200087371566e-05, 4.442913038299425e-05, 1.526706730942073e-05, 2.7922369664878912e-05, 4.047672296342049e-05, 9.912961866080926e-06, 4.469676801784108e-05, 1.7049190754403913e-05, 6.207106354568351e-06, 4.634241045819389e-05, 1.5856638485589532e-05, 7.5285634552023844e-06, 1.6072739469075438e-05, 1.6057451477511155e-06, 7.136645101116069e-07, 2.6548168992551283e-05, 4.226798243185694e-06, 1.2460017037290249e-05, 1.331298262115763e-05, 4.049430758271219e-06, 0.0, 0.0, 0.0, 1.7173126940680603e-06, 1.3960927390453948e-05, 2.6642079353711394e-05, 1.300014272148881e-05, 4.793313808433727e-06]",1,1
"['indians', 'mount', 'charge', 'the', 'cleveland', 'indians', 'pulled', 'within', 'one', 'game', 'of', 'the', 'al', 'central', 'lead', 'by', 'beating', 'the', 'minnesota', 'twins', '7-1', 'saturday', 'night', 'with', 'home', 'runs', 'by', 'travis', 'hafner', 'and', 'victor', 'martinez']","[0.00034947454162568284, 0.00037039621618121333, 0.00033235443191348, 0.0002948304087810547, 1.741856000029042e-05, 0.0, 0.00028481877303446017, 4.4156263587959804e-05, 6.091084360928251e-05, 0.0001329403851077024, 0.0, 3.5530963132394436e-05, 2.58335469623313e-05, 0.00041387179535315195, 0.00022062484599938228, 0.00014498574969449692, 9.824620771108166e-05, 0.0, 0.0, 0.0, 0.0, 2.812962336458351e-05, 0.00022014023272997216, 0.0003724810813193036, 0.0, 1.5471276265614218e-05, 0.00010629278965118627, 0.00020444002050627632, 0.00016720871166969888, 0.00011292383762045644, 5.761919348830421e-05, 0.00014625191688537597]",1,1
"['sister', 'of', 'man', 'who', 'died', 'in', 'vancouver', 'police', 'custody', 'slams', 'chief', 'canadian', 'press', 'canadian', 'press', 'vancouver', 'cp', 'the', 'sister', 'of', 'a', 'man', 'who', 'died', 'after', 'a', 'violent', 'confrontation', 'with', 'police', 'has', 'demanded', 'the', ""city's"", 'chief', 'constable', 'resign', 'for', 'defending', 'the', 'officer', 'involved']","[0.00030780933413662346, 0.0, 0.00022255121945278253, 3.3403405602522535e-05, 0.0001922568210351465, 0.0, 0.0012646027227738437, 0.0006140970255722805, 0.0017489749175796615, 0.0012849462215089153, 0.0013375179287093033, 0.002458428433183675, 0.004125573437478467, 0.001431416167819814, 0.00378909439121429, 0.0015140391014807312, 0.0009281171034764111, 0.001653511004571517, 0.0002489620226694454, 0.0, 0.00017851611590953038, 4.2233271883358574e-05, 0.0, 0.0005514712278311898, 7.335410022240323e-05, 0.0, 0.000187624047002373, 0.00019242577920069125, 0.0002501793309845486, 0.00011243958663578133, 0.00038487161675950855, 0.00026536305678085564, 0.00011874745726619087, 0.0003721797738614572, 4.71445739810627e-05, 0.0002107378769770003, 0.00019348641824183056, 5.3425782731777435e-05, 0.0003479369940166642, 0.00010485359838203726, 0.0001392646567588412, 0.0]",0,0
